             version              nb_cpu                   N        nb_iteration        erreur_infty               temps
          1.00000000         -1.00000000          5.00000000         21.00000000          0.00163444          0.00000300
          2.00000000          1.00000000          5.00000000         21.00000000          0.00163444          0.00003300
          2.00000000          2.00000000          5.00000000         21.00000000          0.00163444          0.00049300
          2.00000000          4.00000000          5.00000000         21.00000000          0.00163444          0.00081600
          2.00000000          6.00000000          5.00000000         21.00000000          0.00163444          0.00118300
          2.00000000          8.00000000          5.00000000         21.00000000          0.00163444          0.00163000
          3.00000000          1.00000000          5.00000000         21.00000000          0.00163444          0.00102400
          3.00000000          2.00000000          5.00000000         21.00000000          0.00163444          0.00253700
          3.00000000          4.00000000          5.00000000         21.00000000          0.00163444          0.00113500
          3.00000000          6.00000000          5.00000000         21.00000000          0.00163444          0.00153300
          3.00000000          8.00000000          5.00000000         21.00000000          0.00163444          0.00547200
          4.00000000          1.00000000          5.00000000         21.00000000          0.00163444          0.00177800
          4.00000000          2.00000000          5.00000000         21.00000000          0.00163444          0.00131100
          4.00000000          4.00000000          5.00000000         21.00000000          0.00163444          0.00157300
          4.00000000          6.00000000          5.00000000         21.00000000          0.00163444          0.00207300
          4.00000000          8.00000000          5.00000000         40.00000000          0.00428536          0.00995200
          1.00000000         -1.00000000         10.00000000        102.00000000          0.00038444          0.00005200
          2.00000000          1.00000000         10.00000000        102.00000000          0.00038444          0.00010900
          2.00000000          2.00000000         10.00000000        102.00000000          0.00038444          0.00230300
          2.00000000          4.00000000         10.00000000        102.00000000          0.00038444          0.00354700
          2.00000000          6.00000000         10.00000000        102.00000000          0.00038444          0.00475000
          2.00000000          8.00000000         10.00000000        102.00000000          0.00038444          0.00682100
          3.00000000          1.00000000         10.00000000        102.00000000          0.00038444          0.00005900
          3.00000000          2.00000000         10.00000000        102.00000000          0.00038444          0.00089000
          3.00000000          4.00000000         10.00000000        102.00000000          0.00038444          0.00133400
          3.00000000          6.00000000         10.00000000        102.00000000          0.00038444          0.00678900
          3.00000000          8.00000000         10.00000000        102.00000000          0.00038444          0.00422800
          4.00000000          1.00000000         10.00000000        102.00000000          0.00038444          0.00006200
          4.00000000          2.00000000         10.00000000        102.00000000          0.00038444          0.00077700
          4.00000000          4.00000000         10.00000000        102.00000000          0.00038444          0.00135000
          4.00000000          6.00000000         10.00000000        102.00000000          0.00038444          0.00316500
          4.00000000          8.00000000         10.00000000        102.00000000          0.00038444          0.00731400
          1.00000000         -1.00000000         50.00000000       2298.00000000          0.00001661          0.01782800
          2.00000000          1.00000000         50.00000000       2298.00000000          0.00001661          0.01679600
          2.00000000          2.00000000         50.00000000       2298.00000000          0.00001661          0.03227200
          2.00000000          4.00000000         50.00000000       2298.00000000          0.00001661          0.05409700
          2.00000000          6.00000000         50.00000000       2298.00000000          0.00001661          0.08636100
          2.00000000          8.00000000         50.00000000       2298.00000000          0.00001661          0.10351400
          3.00000000          1.00000000         50.00000000       2298.00000000          0.00001661          0.00746500
          3.00000000          2.00000000         50.00000000       2298.00000000          0.00001661          0.00940700
          3.00000000          4.00000000         50.00000000       2298.00000000          0.00001661          0.01145900
          3.00000000          6.00000000         50.00000000       2298.00000000          0.00001661          0.02320300
          3.00000000          8.00000000         50.00000000       2298.00000000          0.00001661          0.04575900
          4.00000000          1.00000000         50.00000000       2298.00000000          0.00001661          0.01007200
          4.00000000          2.00000000         50.00000000       2298.00000000          0.00001661          0.00796900
          4.00000000          4.00000000         50.00000000       2298.00000000          0.00001661          0.01002400
          4.00000000          6.00000000         50.00000000       2298.00000000          0.00001661          0.01826500
          4.00000000          8.00000000         50.00000000       2298.00000000          0.00001661          0.02860000
          1.00000000         -1.00000000        100.00000000       8506.00000000          0.00000417          0.10423800
          2.00000000          1.00000000        100.00000000       8506.00000000          0.00000417          0.10741200
          2.00000000          2.00000000        100.00000000       8506.00000000          0.00000417          0.16102400
          2.00000000          4.00000000        100.00000000       8506.00000000          0.00000417          0.18652000
          2.00000000          6.00000000        100.00000000       8506.00000000          0.00000417          0.27313000
          2.00000000          8.00000000        100.00000000       8506.00000000          0.00000417          0.31180800
          3.00000000          1.00000000        100.00000000       8506.00000000          0.00000417          0.08491300
          3.00000000          2.00000000        100.00000000       8506.00000000          0.00000417          0.06263900
          3.00000000          4.00000000        100.00000000       8506.00000000          0.00000417          0.05066600
          3.00000000          6.00000000        100.00000000       8506.00000000          0.00000417          0.10127200
          3.00000000          8.00000000        100.00000000       8506.00000000          0.00000417          0.14888200
          4.00000000          1.00000000        100.00000000       8506.00000000          0.00000417          0.08973400
          4.00000000          2.00000000        100.00000000       8506.00000000          0.00000417          0.06355200
          4.00000000          4.00000000        100.00000000       8506.00000000          0.00000417          0.04236300
          4.00000000          6.00000000        100.00000000       8506.00000000          0.00000417          0.08574400
          4.00000000          8.00000000        100.00000000       8506.00000000          0.00000417          0.23569500
          1.00000000         -1.00000000        300.00000000      66569.00000000          0.00000046          4.79865800
          2.00000000          1.00000000        300.00000000      66569.00000000          0.00000046          5.06996600
          2.00000000          2.00000000        300.00000000      66569.00000000          0.00000046          4.19002700
          2.00000000          4.00000000        300.00000000      66569.00000000          0.00000046          3.06950700
