             version              nb_cpu                   N        nb_iteration        erreur_infty               temps
          4.00000000          6.00000000         10.00000000        102.00000000          0.00038444          0.00263900
          4.00000000          8.00000000         10.00000000        102.00000000          0.00038444          0.03036600
          1.00000000         -1.00000000         50.00000000       2298.00000000          0.00001661          0.01594800
          2.00000000          1.00000000         50.00000000       2298.00000000          0.00001661          0.01540400
          2.00000000          2.00000000         50.00000000       2298.00000000          0.00001661          0.04747400
          2.00000000          4.00000000         50.00000000       2298.00000000          0.00001661          0.05467900
          2.00000000          6.00000000         50.00000000       2298.00000000          0.00001661          0.07663200
          2.00000000          8.00000000         50.00000000       2298.00000000          0.00001661          0.09477000
          3.00000000          1.00000000         50.00000000       2298.00000000          0.00001661          0.00581900
          3.00000000          2.00000000         50.00000000       2298.00000000          0.00001661          0.00872000
          3.00000000          4.00000000         50.00000000       2298.00000000          0.00001661          0.01203300
          3.00000000          6.00000000         50.00000000       2298.00000000          0.00001661          0.02179800
          3.00000000          8.00000000         50.00000000       2298.00000000          0.00001661          0.04289300
          4.00000000          1.00000000         50.00000000       2298.00000000          0.00001661          0.00862900
          4.00000000          2.00000000         50.00000000       2298.00000000          0.00001661          0.00772500
          4.00000000          4.00000000         50.00000000       2298.00000000          0.00001661          0.00755200
          4.00000000          6.00000000         50.00000000       2298.00000000          0.00001661          0.02662200
          4.00000000          8.00000000         50.00000000       2298.00000000          0.00001661          0.06455100
          1.00000000         -1.00000000        100.00000000       8506.00000000          0.00000417          0.10555200
          2.00000000          1.00000000        100.00000000       8506.00000000          0.00000417          0.09273100
          2.00000000          2.00000000        100.00000000       8506.00000000          0.00000417          0.15732700
          2.00000000          4.00000000        100.00000000       8506.00000000          0.00000417          0.19237300
          2.00000000          6.00000000        100.00000000       8506.00000000          0.00000417          0.26859900
          2.00000000          8.00000000        100.00000000       8506.00000000          0.00000417          0.33070700
          3.00000000          1.00000000        100.00000000       8506.00000000          0.00000417          0.07734300
          3.00000000          2.00000000        100.00000000       8506.00000000          0.00000417          0.07158500
          3.00000000          4.00000000        100.00000000       8506.00000000          0.00000417          0.05994300
          3.00000000          6.00000000        100.00000000       8506.00000000          0.00000417          0.09271900
          3.00000000          8.00000000        100.00000000       8506.00000000          0.00000417          0.19145600
          4.00000000          1.00000000        100.00000000       8506.00000000          0.00000417          0.09158200
          4.00000000          2.00000000        100.00000000       8506.00000000          0.00000417          0.06256000
          4.00000000          4.00000000        100.00000000       8506.00000000          0.00000417          0.05658100
          4.00000000          6.00000000        100.00000000       8506.00000000          0.00000417          0.10583200
          4.00000000          8.00000000        100.00000000       8506.00000000          0.00000417          1.59729300
          1.00000000         -1.00000000        300.00000000      66569.00000000          0.00000046          5.13709500
          2.00000000          1.00000000        300.00000000      66569.00000000          0.00000046          4.42810700
          2.00000000          2.00000000        300.00000000      66569.00000000          0.00000046          3.31062400
          2.00000000          4.00000000        300.00000000      66569.00000000          0.00000046          2.38275400
          2.00000000          6.00000000        300.00000000      66569.00000000          0.00000046          3.31226900
          2.00000000          8.00000000        300.00000000      66569.00000000          0.00000046          3.34473500
          3.00000000          1.00000000        300.00000000      66569.00000000          0.00000046          4.81186700
          3.00000000          2.00000000        300.00000000      66569.00000000          0.00000046          2.71344200
          3.00000000          4.00000000        300.00000000      66569.00000000          0.00000046          1.75646600
          3.00000000          6.00000000        300.00000000      66569.00000000          0.00000046          2.46204900
          3.00000000          8.00000000        300.00000000      66569.00000000          0.00000046          3.08757200
          4.00000000          1.00000000        300.00000000      66569.00000000          0.00000046          5.31588300
          4.00000000          2.00000000        300.00000000      66569.00000000          0.00000046          2.99182200
          4.00000000          4.00000000        300.00000000      66569.00000000          0.00000046          1.83009600
          4.00000000          6.00000000        300.00000000      66569.00000000          0.00000046          2.62686600
          4.00000000          8.00000000        300.00000000      66569.00000000          0.00000046          2.63816600
          1.00000000         -1.00000000        500.00000000     171980.00000000          0.00000015         35.58753000
          2.00000000          1.00000000        500.00000000     171980.00000000          0.00000015         31.89110300
          2.00000000          2.00000000        500.00000000     171980.00000000          0.00000015         20.21335600
          2.00000000          4.00000000        500.00000000     171980.00000000          0.00000015         14.12134600
          2.00000000          6.00000000        500.00000000     171980.00000000          0.00000015         17.81545600
          2.00000000          8.00000000        500.00000000     171980.00000000          0.00000015         15.26652500
          3.00000000          1.00000000        500.00000000     171980.00000000          0.00000015         34.71030700
          3.00000000          2.00000000        500.00000000     171980.00000000          0.00000015         20.16260200
          3.00000000          4.00000000        500.00000000     171980.00000000          0.00000015         12.53200700
          3.00000000          6.00000000        500.00000000     171980.00000000          0.00000015         16.16207900
          3.00000000          8.00000000        500.00000000     171980.00000000          0.00000015         22.41248800
          4.00000000          1.00000000        500.00000000     171980.00000000          0.00000015         37.31779300
          4.00000000          2.00000000        500.00000000     171980.00000000          0.00000015         21.81792000
          4.00000000          4.00000000        500.00000000     171980.00000000          0.00000015         14.47295800
          4.00000000          6.00000000        500.00000000     171980.00000000          0.00000015         17.75325500
          4.00000000          8.00000000        500.00000000     171980.00000000          0.00000015         18.77602700
          1.00000000         -1.00000000        700.00000000     320379.00000000          0.00000005        130.98573500
          2.00000000          1.00000000        700.00000000     320379.00000000          0.00000005        119.77494300
          2.00000000          2.00000000        700.00000000     320379.00000000          0.00000005         74.63034300
          2.00000000          4.00000000        700.00000000     320379.00000000          0.00000005         46.36242000
          2.00000000          6.00000000        700.00000000     320379.00000000          0.00000005         59.08878600
          2.00000000          8.00000000        700.00000000     320379.00000000          0.00000005         57.93552200
          3.00000000          1.00000000        700.00000000     320379.00000000          0.00000005        126.68163700
          3.00000000          2.00000000        700.00000000     320379.00000000          0.00000005         74.97084600
          3.00000000          4.00000000        700.00000000     320379.00000000          0.00000005         56.71170200
          3.00000000          6.00000000        700.00000000     320379.00000000          0.00000005         58.85755600
          3.00000000          8.00000000        700.00000000     320379.00000000          0.00000005         80.33380000
